"Month","Species","Area","Transect","Quadrat","Biomass","Hits","hits_s","hits","species","model"
"July","Gray headed coneflower","SWT","SWT-2",4,7.4,1,-0.514135436213015,1,"Grey headed coneflower","Model 2"
"September","Gray headed coneflower","NWT","NWT-1",1,7.4,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"September","Little bluestem","WMT","WMT-1",6,7.4,0,-0.554602993336625,0,"Little bluestem","Model 2"
"May","Blue vervain","MT","MT-2",1,7.5,5,-0.352265207718574,5,"Blue vervain","Model 2"
"July","Gray headed coneflower","WMT","WMT-2",3,7.5,16,0.0928779206411369,16,"Grey headed coneflower","Model 2"
"September","Canada milkvetch","SWT","SWT-2",2,7.5,0,-0.554602993336625,0,"Canada milkvetch","Model 2"
"September","Stiff goldenrod","SET","SET-1",3,7.5,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Bergamot","SET","SET-2",5,7.6,6,-0.311797650594964,6,"Bergamot","Model 2"
"July","Cup plant","NWT","NWT-1",5,7.6,12,-0.0689923078533035,12,"Cup plant","Model 2"
"July","Gray headed coneflower","WMT","WMT-3",3,7.6,5,-0.352265207718574,5,"Grey headed coneflower","Model 2"
"July","Oxeye sunflower","WMT","WMT-3",3,7.6,0,-0.554602993336625,0,"Oxeye sunflower","Model 2"
"September","Sweet clover","SWT","SWT-3",4,7.6,34,0.821293948866119,34,"Sweet clover","Model 2"
"September","Sweet clover","WMT","WMT-2",2,7.6,0,-0.554602993336625,0,"Sweet clover","Model 2"
"July","Canada thistle","NWT","NWT-1",2,7.7,2,-0.473667879089405,2,"Canada thistle","Model 2"
"September","Bergamot","NWT","NWT-2",4,7.7,5,-0.352265207718574,5,"Bergamot","Model 2"
"July","Hedge bindweed","MT","MT-2",3,7.8,6,-0.311797650594964,6,"Hedge bindweed","Model 2"
"July","Side oats gramma","SWT","SWT-2",6,7.8,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Field bindweed","WMT","WMT-1",2,7.8,17,0.133345477764747,17,"Field bindweed","Model 2"
"September","Panicle aster","WMT","WMT-1",5,7.8,4,-0.392732764842184,4,"Panicle aster","Model 2"
"May","Bergamot","NET","NET-3",5,7.9,6,-0.311797650594964,6,"Bergamot","Model 2"
"September","Gray headed coneflower","NWT","NWT-3",5,7.9,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"September","Side oats gramma","WMT","WMT-2",4,7.9,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"May","Bergamot","WMT","WMT-3",6,8,11,-0.109459864976914,11,"Bergamot","Model 2"
"July","Big bluestem","SWT","SWT-2",6,8,10,-0.149927422100524,10,"Big bluestem","Model 2"
"July","Little bluestem","WMT","WMT-1",3,8,10,-0.149927422100524,10,"Little bluestem","Model 2"
"September","Canada thistle","NET","NET-1",1,8,2,-0.473667879089405,2,"Canada thistle","Model 2"
"September","Bergamot","SET","SET-2",5,8.1,0,-0.554602993336625,0,"Bergamot","Model 2"
"September","Missouri goldenrodf","NWT","NWT-3",1,8.1,0,-0.554602993336625,0,"Missouri goldenrodf","Model 2"
"September","Cup plant","NET","NET-3",3,8.2,1,-0.514135436213015,1,"Cup plant","Model 2"
"May","Bergamot","NET","NET-2",5,8.3,7,-0.271330093471354,7,"Bergamot","Model 2"
"July","Big bluestem","NWT","NWT-2",3,8.3,0,-0.554602993336625,0,"Big bluestem","Model 2"
"May","Bergamot","NET","NET-3",1,8.4,3,-0.433200321965794,3,"Bergamot","Model 2"
"May","Hedge bindweed","WMT","WMT-1",1,8.4,22,0.335683263382798,22,"Hedge bindweed","Model 2"
"July","Big bluestem","SWT","SWT-2",2,8.4,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Field bindweed","WMT","WMT-1",5,8.4,6,-0.311797650594964,6,"Field bindweed","Model 2"
"July","Oxeye sunflower","WMT","WMT-1",2,8.5,0,-0.554602993336625,0,"Oxeye sunflower","Model 2"
"September","Bergamot","WMT","WMT-3",3,8.5,2,-0.473667879089405,2,"Bergamot","Model 2"
"September","Little bluestem","NWT","NWT-1",1,8.5,1,-0.514135436213015,1,"Little bluestem","Model 2"
"September","Stiff sunflower","WMT","WMT-1",6,8.5,3,-0.433200321965794,3,"Stiff sunflower","Model 2"
"May","Canada wildrye","NET","NET-3",6,8.6,11,-0.109459864976914,11,"Canada wildrye","Model 2"
"May","Stiff goldenrod","NWT","NWT-3",5,8.6,2,-0.473667879089405,2,"Stiff leaf goldenrod","Model 2"
"July","Little bluestem","SWT","SWT-2",3,8.6,1,-0.514135436213015,1,"Little bluestem","Model 2"
"September","Oxeye sunflower","SET","SET-1",3,8.6,1,-0.514135436213015,1,"Oxeye sunflower","Model 2"
"September","Side oats gramma","MT","MT-3",1,8.6,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Sweet clover","NET","NET-3",4,8.6,7,-0.271330093471354,7,"Sweet clover","Model 2"
"July","Big bluestem","NWT","NWT-2",6,8.7,9,-0.190394979224134,9,"Big bluestem","Model 2"
"September","Big bluestem","SET","SET-3",4,8.7,10,-0.149927422100524,10,"Big bluestem","Model 2"
"September","Yellow foxtail","SET","SET-3",4,8.7,0,-0.554602993336625,0,"Yellow foxtail","Model 2"
"July","Smooth brome","MT","MT-1",4,8.8,14,0.0119428063939167,14,"Smooth brome","Model 2"
"September","Side oats gramma","WMT","WMT-3",1,8.8,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Stiff goldenrod","NET","NET-1",3,8.8,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Smooth brome","SWT","SWT-1",4,8.9,3,-0.433200321965794,3,"Smooth brome","Model 2"
"May","Canada wildrye","NET","NET-2",1,9,10,-0.149927422100524,10,"Canada wildrye","Model 2"
"July","Gray headed coneflower","SET","SET-3",5,9,8,-0.230862536347744,8,"Grey headed coneflower","Model 2"
"July","Gray headed coneflower","SWT","SWT-3",2,9,0,-0.554602993336625,0,"Grey headed coneflower","Model 2"
"July","Little bluestem","WMT","WMT-1",4,9,10,-0.149927422100524,10,"Little bluestem","Model 2"
"July","Side oats gramma","MT","MT-1",2,9,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"May","Bergamot","WMT","WMT-3",4,9.1,0,-0.554602993336625,0,"Bergamot","Model 2"
"July","Canada wildrye","NET","NET-3",2,9.1,2,-0.473667879089405,2,"Canada wildrye","Model 2"
"September","Smooth brome","NET","NET-3",5,9.1,0,-0.554602993336625,0,"Smooth brome","Model 2"
"May","Bergamot","NWT","NWT-2",5,9.2,14,0.0119428063939167,14,"Bergamot","Model 2"
"July","Big bluestem","NET","NET-3",3,9.2,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Little bluestem","NWT","NWT-3",3,9.2,0,-0.554602993336625,0,"Little bluestem","Model 2"
"May","Little bluestem","MT","MT-1",2,9.3,2,-0.473667879089405,2,"Little bluestem","Model 2"
"May","Cup plant","NET","NET-2",2,9.4,0,-0.554602993336625,0,"Cup plant","Model 2"
"July","Gray headed coneflower","NWT","NWT-2",1,9.4,1,-0.514135436213015,1,"Grey headed coneflower","Model 2"
"May","Little bluestem","MT","MT-1",3,9.5,0,-0.554602993336625,0,"Little bluestem","Model 2"
"July","Canada wildrye","SWT","SWT-2",4,9.5,2,-0.473667879089405,2,"Canada wildrye","Model 2"
"July","Little bluestem","SWT","SWT-3",2,9.5,3,-0.433200321965794,3,"Little bluestem","Model 2"
"September","Little bluestem","WMT","WMT-3",2,9.5,11,-0.109459864976914,11,"Little bluestem","Model 2"
"September","Oxeye sunflower","SET","SET-2",6,9.5,8,-0.230862536347744,8,"Oxeye sunflower","Model 2"
"July","Stiff goldenrod","MT","MT-3",6,9.6,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Stiff goldenrod","NET","NET-3",4,9.6,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Side oats gramma","SET","SET-2",1,9.6,5,-0.352265207718574,5,"Side oats gramma","Model 2"
"May","Stiff goldenrod","NWT","NWT-2",4,9.7,2,-0.473667879089405,2,"Stiff leaf goldenrod","Model 2"
"July","Canada wildrye","NWT","NWT-2",4,9.7,0,-0.554602993336625,0,"Canada wildrye","Model 2"
"September","Gray headed coneflower","NET","NET-2",2,9.7,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"July","Dandelion","NWT","NWT-3",5,9.8,0,-0.554602993336625,0,"Dandelion","Model 2"
"September","Gray headed coneflower","WMT","WMT-2",1,9.8,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"September","Side oats gramma","SET","SET-2",5,9.8,2,-0.473667879089405,2,"Side oats gramma","Model 2"
"July","Sweet clover","NWT","NWT-2",4,9.9,0,-0.554602993336625,0,"Sweet clover","Model 2"
"July","Switchgrass","MT","MT-3",3,9.9,0,-0.554602993336625,0,"Switchgrass","Model 2"
"September","Side oats gramma","SET","SET-2",4,9.9,6,-0.311797650594964,6,"Side oats gramma","Model 2"
"May","Bergamot","NWT","NWT-1",2,10,7,-0.271330093471354,7,"Bergamot","Model 2"
"July","Gray headed coneflower","NWT","NWT-2",6,10,1,-0.514135436213015,1,"Grey headed coneflower","Model 2"
"September","Side oats gramma","SET","SET-3",2,10,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"May","Bergamot","NET","NET-2",4,10.1,17,0.133345477764747,17,"Bergamot","Model 2"
"July","Gray headed coneflower","NWT","NWT-3",5,10.1,3,-0.433200321965794,3,"Grey headed coneflower","Model 2"
"July","Stiff goldenrod","SET","SET-3",2,10.1,4,-0.392732764842184,4,"Stiff leaf goldenrod","Model 2"
"July","Yellow wood sorrel","MT","MT-3",2,10.1,0,-0.554602993336625,0,"Yellow wood sorrel","Model 2"
"September","Indiangrass","WMT","WMT-3",1,10.1,2,-0.473667879089405,2,"Indiangrass","Model 2"
"July","Smooth brome","WMT","WMT-3",3,10.2,58,1.79251531983276,58,"Smooth brome","Model 2"
"July","Stiff goldenrod","WMT","WMT-2",2,10.2,4,-0.392732764842184,4,"Stiff leaf goldenrod","Model 2"
"September","Bergamot","WMT","WMT-2",5,10.2,2,-0.473667879089405,2,"Bergamot","Model 2"
"September","Cup plant","SWT","SWT-2",2,10.2,7,-0.271330093471354,7,"Cup plant","Model 2"
"July","Stiff goldenrod","NWT","NWT-1",5,10.3,1,-0.514135436213015,1,"Stiff leaf goldenrod","Model 2"
"September","Big bluestem","WMT","WMT-3",1,10.3,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Dogbane","SET","SET-2",3,10.3,6,-0.311797650594964,6,"Dogbane","Model 2"
"July","Cup plant","NET","NET-3",1,10.4,1,-0.514135436213015,1,"Cup plant","Model 2"
"July","Field bindweed","MT","MT-3",6,10.4,1,-0.514135436213015,1,"Field bindweed","Model 2"
"September","Indiangrass","SWT","SWT-1",4,10.4,7,-0.271330093471354,7,"Indiangrass","Model 2"
"May","Little bluestem","WMT","WMT-2",3,10.5,5,-0.352265207718574,5,"Little bluestem","Model 2"
"July","Canada thistle","NET","NET-1",1,10.5,1,-0.514135436213015,1,"Canada thistle","Model 2"
"July","Gray headed coneflower","NWT","NWT-3",6,10.5,4,-0.392732764842184,4,"Grey headed coneflower","Model 2"
"July","Little bluestem","MT","MT-3",2,10.5,0,-0.554602993336625,0,"Little bluestem","Model 2"
"September","Little bluestem","NWT","NWT-2",3,10.5,10,-0.149927422100524,10,"Little bluestem","Model 2"
"September","Little bluestem","SET","SET-1",3,10.5,22,0.335683263382798,22,"Little bluestem","Model 2"
"May","Sweet clover","WMT","WMT-2",6,10.6,15,0.0524103635175268,15,"Sweet clover","Model 2"
"July","Switchgrass","WMT","WMT-3",1,10.6,0,-0.554602993336625,0,"Switchgrass","Model 2"
"September","Gray headed coneflower","NWT","NWT-1",2,10.6,4,-0.392732764842184,4,"Grey headed coneflower","Model 2"
"May","Bergamot","WMT","WMT-3",1,10.7,16,0.0928779206411369,16,"Bergamot","Model 2"
"May","Little bluestem","MT","MT-1",1,10.7,31,0.699891277495288,31,"Little bluestem","Model 2"
"July","Indiangrass","NWT","NWT-2",1,10.7,0,-0.554602993336625,0,"Indiangrass","Model 2"
"July","Stiff goldenrod","NET","NET-1",6,10.7,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Big bluestem","WMT","WMT-1",2,10.7,5,-0.352265207718574,5,"Big bluestem","Model 2"
"July","Little bluestem","NWT","NWT-2",6,10.8,7,-0.271330093471354,7,"Little bluestem","Model 2"
"July","Little bluestem","SWT","SWT-2",2,10.8,15,0.0524103635175268,15,"Little bluestem","Model 2"
"July","Little bluestem","WMT","WMT-2",6,10.8,7,-0.271330093471354,7,"Little bluestem","Model 2"
"September","Big bluestem","SWT","SWT-3",6,10.8,2,-0.473667879089405,2,"Big bluestem","Model 2"
"September","Gray headed coneflower","SWT","SWT-2",6,10.8,4,-0.392732764842184,4,"Grey headed coneflower","Model 2"
"May","Ironweed","MT","MT-3",3,10.9,8,-0.230862536347744,8,"Ironweed","Model 2"
"July","Bergamot","WMT","WMT-2",4,10.9,3,-0.433200321965794,3,"Bergamot","Model 2"
"July","Cup plant","SWT","SWT-2",5,10.9,8,-0.230862536347744,8,"Cup plant","Model 2"
"September","Little bluestem","SWT","SWT-2",4,10.9,32,0.740358834618899,32,"Little bluestem","Model 2"
"July","Little bluestem","SET","SET-2",1,11,16,0.0928779206411369,16,"Little bluestem","Model 2"
"July","Side oats gramma","SET","SET-2",1,11,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"July","Side oats gramma","SET","SET-2",5,11,9,-0.190394979224134,9,"Side oats gramma","Model 2"
"September","Bergamot","NWT","NWT-2",1,11,0,-0.554602993336625,0,"Bergamot","Model 2"
"September","Side oats gramma","WMT","WMT-1",3,11,6,-0.311797650594964,6,"Side oats gramma","Model 2"
"September","Sweet clover","SWT","SWT-3",2,11,63,1.99485310545081,63,"Sweet clover","Model 2"
"July","Big bluestem","MT","MT-3",2,11.1,0,-0.554602993336625,0,"Big bluestem","Model 2"
"July","Field bindweed","SWT","SWT-3",1,11.1,10,-0.149927422100524,10,"Field bindweed","Model 2"
"July","Side oats gramma","NET","NET-1",6,11.1,2,-0.473667879089405,2,"Side oats gramma","Model 2"
"July","Smooth brome","SET","SET-1",4,11.1,0,-0.554602993336625,0,"Smooth brome","Model 2"
"July","Switchgrass","NWT","NWT-2",1,11.1,3,-0.433200321965794,3,"Switchgrass","Model 2"
"July","Prickly lettuce","NET","NET-1",6,11.2,2,-0.473667879089405,2,"Prickly lettuce","Model 2"
"July","Gray headed coneflower","NET","NET-3",5,11.3,10,-0.149927422100524,10,"Grey headed coneflower","Model 2"
"July","Little bluestem","SWT","SWT-2",5,11.3,15,0.0524103635175268,15,"Little bluestem","Model 2"
"September","Big bluestem","NET","NET-3",6,11.3,0,-0.554602993336625,0,"Big bluestem","Model 2"
"September","Kentucky bluegrass","MT","MT-3",2,11.3,13,-0.0285247507296934,13,"Kentucky bluegrass","Model 2"
"May","Ironweed","WMT","WMT-2",6,11.4,5,-0.352265207718574,5,"Ironweed","Model 2"
"May","Little bluestem","NET","NET-2",3,11.4,18,0.173813034888357,18,"Little bluestem","Model 2"
"May","Smooth brome","NWT","NWT-1",5,11.5,18,0.173813034888357,18,"Smooth brome","Model 2"
"September","Cup plant","SET","SET-1",5,11.5,12,-0.0689923078533035,12,"Cup plant","Model 2"
"September","Stiff goldenrod","SET","SET-2",5,11.5,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"July","Field bindweed","MT","MT-3",3,11.6,1,-0.514135436213015,1,"Field bindweed","Model 2"
"September","Bergamot","WMT","WMT-2",4,11.6,2,-0.473667879089405,2,"Bergamot","Model 2"
"May","Stiff goldenrod","NWT","NWT-2",1,11.7,5,-0.352265207718574,5,"Stiff leaf goldenrod","Model 2"
"May","Sweet clover","NET","NET-3",6,11.7,12,-0.0689923078533035,12,"Sweet clover","Model 2"
"July","Big bluestem","NET","NET-1",6,11.7,2,-0.473667879089405,2,"Big bluestem","Model 2"
"May","Little bluestem","WMT","WMT-3",1,11.8,5,-0.352265207718574,5,"Little bluestem","Model 2"
"July","Big bluestem","WMT","WMT-1",2,11.8,9,-0.190394979224134,9,"Big bluestem","Model 2"
"September","Cup plant","WMT","WMT-2",5,11.8,0,-0.554602993336625,0,"Cup plant","Model 2"
"May","Stiff goldenrod","NET","NET-1",5,11.9,4,-0.392732764842184,4,"Stiff leaf goldenrod","Model 2"
"July","Bergamot","NWT","NWT-2",4,11.9,4,-0.392732764842184,4,"Bergamot","Model 2"
"July","Smooth brome","NWT","NWT-3",5,11.9,0,-0.554602993336625,0,"Smooth brome","Model 2"
"September","Gray headed coneflower","SET","SET-1",4,11.9,10,-0.149927422100524,10,"Grey headed coneflower","Model 2"
"September","Little bluestem","NWT","NWT-3",6,11.9,0,-0.554602993336625,0,"Little bluestem","Model 2"
"September","Yellow wood sorrel","SWT","SWT-1",1,11.9,0,-0.554602993336625,0,"Yellow wood sorrel","Model 2"
"May","Stiff goldenrod","NET","NET-3",6,12,3,-0.433200321965794,3,"Stiff leaf goldenrod","Model 2"
"September","Black eyed Susan","NET","NET-1",5,12,0,-0.554602993336625,0,"Black eyed Susan","Model 2"
"September","Gray headed coneflower","WMT","WMT-2",6,12,0,-0.554602993336625,0,"Grey headed coneflower","Model 2"
"May","Hedge bindweed","WMT","WMT-2",1,12.1,7,-0.271330093471354,7,"Hedge bindweed","Model 2"
"July","Bergamot","SET","SET-1",6,12.1,10,-0.149927422100524,10,"Bergamot","Model 2"
"July","Side oats gramma","SET","SET-1",4,12.1,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"September","Side oats gramma","NET","NET-3",3,12.1,16,0.0928779206411369,16,"Side oats gramma","Model 2"
"May","Smooth brome","WMT","WMT-1",4,12.2,1,-0.514135436213015,1,"Smooth brome","Model 2"
"July","Canada wildrye","NET","NET-3",5,12.2,2,-0.473667879089405,2,"Canada wildrye","Model 2"
"September","Sweet clover","NET","NET-2",4,12.2,15,0.0524103635175268,15,"Sweet clover","Model 2"
"July","Big bluestem","NWT","NWT-3",4,12.3,15,0.0524103635175268,15,"Big bluestem","Model 2"
"July","Gray headed coneflower","NWT","NWT-3",4,12.3,26,0.497553491877238,26,"Grey headed coneflower","Model 2"
"July","Canada wildrye","SET","SET-1",4,12.4,5,-0.352265207718574,5,"Canada wildrye","Model 2"
"July","Cup plant","NET","NET-1",5,12.4,1,-0.514135436213015,1,"Cup plant","Model 2"
"July","Stiff goldenrod","SWT","SWT-1",4,12.4,0,-0.554602993336625,0,"Stiff leaf goldenrod","Model 2"
"September","Missouri goldenrodf","NWT","NWT-2",3,12.4,4,-0.392732764842184,4,"Missouri goldenrodf","Model 2"
"September","Stiff goldenrod","SET","SET-2",2,12.4,2,-0.473667879089405,2,"Stiff leaf goldenrod","Model 2"
"July","Big bluestem","SET","SET-1",4,12.5,33,0.780826391742509,33,"Big bluestem","Model 2"
"September","Big bluestem","SWT","SWT-2",6,12.5,7,-0.271330093471354,7,"Big bluestem","Model 2"
"September","Side oats gramma","SET","SET-1",3,12.5,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"July","Big bluestem","SET","SET-1",5,12.6,4,-0.392732764842184,4,"Big bluestem","Model 2"
"May","Ironweed","WMT","WMT-1",3,12.7,3,-0.433200321965794,3,"Ironweed","Model 2"
"July","Bergamot","NWT","NWT-1",6,12.7,9,-0.190394979224134,9,"Bergamot","Model 2"
"July","Canada wildrye","NET","NET-3",6,12.7,2,-0.473667879089405,2,"Canada wildrye","Model 2"
"July","Musk thistle","SET","SET-1",4,12.7,1,-0.514135436213015,1,"Musk thistle","Model 2"
"September","Kentucky bluegrass","MT","MT-3",5,12.7,4,-0.392732764842184,4,"Kentucky bluegrass","Model 2"
"July","Field bindweed","MT","MT-1",1,12.8,5,-0.352265207718574,5,"Field bindweed","Model 2"
"July","Gray headed coneflower","SET","SET-1",4,12.8,9,-0.190394979224134,9,"Grey headed coneflower","Model 2"
"July","Indiangrass","NET","NET-2",6,12.8,2,-0.473667879089405,2,"Indiangrass","Model 2"
"July","Oxeye sunflower","SET","SET-1",3,12.8,0,-0.554602993336625,0,"Oxeye sunflower","Model 2"
"September","Bergamot","WMT","WMT-3",6,12.8,6,-0.311797650594964,6,"Bergamot","Model 2"
"September","Cup plant","SET","SET-1",6,12.8,4,-0.392732764842184,4,"Cup plant","Model 2"
"May","Bergamot","WMT","WMT-1",4,12.9,20,0.254748149135577,20,"Bergamot","Model 2"
"May","Field bindweed","NET","NET-3",2,12.9,0,-0.554602993336625,0,"Field bindweed","Model 2"
"September","Little bluestem","NWT","NWT-3",1,12.9,0,-0.554602993336625,0,"Little bluestem","Model 2"
"September","Little bluestem","NWT","NWT-3",2,12.9,1,-0.514135436213015,1,"Little bluestem","Model 2"
"September","Queen Ann's lace","NET","NET-3",4,12.9,1,-0.514135436213015,1,"Queen Ann's lace","Model 2"
"September","Side oats gramma","SET","SET-1",4,12.9,11,-0.109459864976914,11,"Side oats gramma","Model 2"
"September","Gray headed coneflower","NWT","NWT-3",6,13,1,-0.514135436213015,1,"Grey headed coneflower","Model 2"
"May","Dandelion","NWT","NWT-3",1,13.1,7,-0.271330093471354,7,"Dandelion","Model 2"
"July","Smooth brome","WMT","WMT-2",4,13.1,0,-0.554602993336625,0,"Smooth brome","Model 2"
"July","Sweet clover","WMT","WMT-1",2,13.1,35,0.861761505989729,35,"Sweet clover","Model 2"
"September","Gray headed coneflower","SET","SET-3",3,13.1,12,-0.0689923078533035,12,"Grey headed coneflower","Model 2"
"September","Little bluestem","SET","SET-3",2,13.1,17,0.133345477764747,17,"Little bluestem","Model 2"
"July","Little bluestem","NET","NET-1",5,13.2,7,-0.271330093471354,7,"Little bluestem","Model 2"
"September","Gray headed coneflower","SET","SET-3",5,13.2,6,-0.311797650594964,6,"Grey headed coneflower","Model 2"
"September","Stiff goldenrod","NWT","NWT-1",6,13.2,3,-0.433200321965794,3,"Stiff leaf goldenrod","Model 2"
"July","Field bindweed","WMT","WMT-1",1,13.4,6,-0.311797650594964,6,"Field bindweed","Model 2"
"September","Ironweed","NET","NET-1",1,13.4,0,-0.554602993336625,0,"Ironweed","Model 2"
"September","Sweet clover","SET","SET-1",2,13.4,0,-0.554602993336625,0,"Sweet clover","Model 2"
"July","Smooth brome","MT","MT-3",6,13.5,5,-0.352265207718574,5,"Smooth brome","Model 2"
"September","Sweet clover","SWT","SWT-1",4,13.5,11,-0.109459864976914,11,"Sweet clover","Model 2"
"September","Gray headed coneflower","NWT","NWT-3",3,13.7,15,0.0524103635175268,15,"Grey headed coneflower","Model 2"
"July","Bergamot","SET","SET-2",3,13.8,8,-0.230862536347744,8,"Bergamot","Model 2"
"July","Gray headed coneflower","SWT","SWT-3",1,13.8,2,-0.473667879089405,2,"Grey headed coneflower","Model 2"
"July","Little bluestem","SWT","SWT-1",3,13.8,0,-0.554602993336625,0,"Little bluestem","Model 2"
"September","Stiff sunflower","SET","SET-3",1,13.8,0,-0.554602993336625,0,"Stiff sunflower","Model 2"
"September","Sweet clover","MT","MT-1",4,13.9,12,-0.0689923078533035,12,"Sweet clover","Model 2"
"July","Big bluestem","SWT","SWT-2",3,14,12,-0.0689923078533035,12,"Big bluestem","Model 2"
"September","Sweet clover","SWT","SWT-1",5,14,37,0.942696620236949,37,"Sweet clover","Model 2"
"July","Bergamot","NWT","NWT-2",1,14.1,11,-0.109459864976914,11,"Bergamot","Model 2"
"July","Oxeye sunflower","SWT","SWT-2",3,14.1,0,-0.554602993336625,0,"Oxeye sunflower","Model 2"
"July","Big bluestem","WMT","WMT-3",3,14.2,18,0.173813034888357,18,"Big bluestem","Model 2"
"July","Little bluestem","SET","SET-3",6,14.2,54,1.63064509133832,54,"Little bluestem","Model 2"
"September","Little bluestem","WMT","WMT-2",2,14.2,0,-0.554602993336625,0,"Little bluestem","Model 2"
"September","Side oats gramma","WMT","WMT-3",3,14.2,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"July","Bergamot","SET","SET-2",4,14.3,25,0.457085934753628,25,"Bergamot","Model 2"
"July","Indiangrass","WMT","WMT-3",6,14.3,0,-0.554602993336625,0,"Indiangrass","Model 2"
"July","Smooth brome","WMT","WMT-2",3,14.3,0,-0.554602993336625,0,"Smooth brome","Model 2"
"September","Big bluestem","NET","NET-3",3,14.3,3,-0.433200321965794,3,"Big bluestem","Model 2"
"September","Indiangrass","WMT","WMT-3",2,14.3,0,-0.554602993336625,0,"Indiangrass","Model 2"
"September","Little bluestem","NET","NET-2",5,14.3,0,-0.554602993336625,0,"Little bluestem","Model 2"
"July","Bergamot","WMT","WMT-2",6,14.4,5,-0.352265207718574,5,"Bergamot","Model 2"
"July","Little bluestem","NWT","NWT-3",3,14.4,27,0.538021049000848,27,"Little bluestem","Model 2"
"July","Side oats gramma","SET","SET-3",6,14.4,1,-0.514135436213015,1,"Side oats gramma","Model 2"
"September","Side oats gramma","MT","MT-1",2,14.4,0,-0.554602993336625,0,"Side oats gramma","Model 2"
"May","Sweet clover","WMT","WMT-2",1,14.5,9,-0.190394979224134,9,"Sweet clover","Model 2"
"May","Switchgrass","WMT","WMT-2",1,14.5,0,-0.554602993336625,0,"Switchgrass","Model 2"
"July","Bergamot","SET","SET-2",1,14.5,11,-0.109459864976914,11,"Bergamot","Model 2"
"July","Field bindweed","SWT","SWT-3",6,14.5,5,-0.352265207718574,5,"Field bindweed","Model 2"
"July","Stiff goldenrod","NWT","NWT-1",2,14.5,2,-0.473667879089405,2,"Stiff leaf goldenrod","Model 2"
"September","Bergamot","NET","NET-2",1,14.5,11,-0.109459864976914,11,"Bergamot","Model 2"
"September","Indiangrass","WMT","WMT-3",5,14.5,20,0.254748149135577,20,"Indiangrass","Model 2"
"July","Little bluestem","NWT","NWT-3",6,14.6,49,1.42830730572027,49,"Little bluestem","Model 2"
"September","Gray headed coneflower","WMT","WMT-2",5,14.6,7,-0.271330093471354,7,"Grey headed coneflower","Model 2"
"July","Bergamot","SET","SET-3",2,14.7,5,-0.352265207718574,5,"Bergamot","Model 2"
"July","Indiangrass","WMT","WMT-1",3,14.7,10,-0.149927422100524,10,"Indiangrass","Model 2"
"September","Yellow wood sorrel","SWT","SWT-1",5,14.7,10,-0.149927422100524,10,"Yellow wood sorrel","Model 2"
"September","Kentucky bluegrass","SWT","SWT-1",1,14.8,0,-0.554602993336625,0,"Kentucky bluegrass","Model 2"
"September","Sweet clover","WMT","WMT-1",2,14.8,0,-0.554602993336625,0,"Sweet clover","Model 2"
"May","Bergamot","NET","NET-1",5,14.9,31,0.699891277495288,31,"Bergamot","Model 2"
"September","Yellow foxtail","SWT","SWT-1",3,14.9,16,0.0928779206411369,16,"Yellow foxtail","Model 2"
"July","Smooth brome","MT","MT-3",5,15,21,0.295215706259187,21,"Smooth brome","Model 2"
"May","Cup plant","WMT","WMT-1",1,15.2,0,-0.554602993336625,0,"Cup plant","Model 2"
"July","Field bindweed","WMT","WMT-1",6,15.3,12,-0.0689923078533035,12,"Field bindweed","Model 2"
"September","Gray headed coneflower","WMT","WMT-1",5,15.3,5,-0.352265207718574,5,"Grey headed coneflower","Model 2"
"July","Indiangrass","MT","MT-3",3,15.4,0,-0.554602993336625,0,"Indiangrass","Model 2"
"July","Stiff goldenrod","NET","NET-3",3,15.4,1,-0.514135436213015,1,"Stiff leaf goldenrod","Model 2"
"July","Gray headed coneflower","NWT","NWT-3",3,15.5,17,0.133345477764747,17,"Grey headed coneflower","Model 2"
"September","Little bluestem","NET","NET-2",4,15.5,0,-0.554602993336625,0,"Little bluestem","Model 2"
"May","Bergamot","NWT","NWT-3",3,15.6,10,-0.149927422100524,10,"Bergamot","Model 2"
